frame_id,predict_steering_angle,oriMSE,steering_angle_change
17100132.png,0.113361351191998,0.0197492038151237,0.381460458040237
17100133.png,0.164452269673347,0.0197492038151237,0.368039280176163
17100134.png,0.133038982748985,0.0197492038151237,0.354112297296524
17100135.png,0.128188505768776,0.0197492038151237,0.338191628456116
17100136.png,0.153339967131615,0.0197492038151237,0.322109550237656
17100137.png,0.125907063484192,0.0197492038151237,0.304577827453613
17100138.png,0.12895305454731,0.0197492038151237,0.287785112857819
17100139.png,0.149375110864639,0.0197492038151237,0.269341915845871
17100140.png,0.0963179469108582,0.0197492038151237,0.231799066066742
17100141.png,0.120624519884586,0.0197492038151237,0.212831020355225
17100142.png,0.0875715538859367,0.0197492038151237,0.194133624434471
17100143.png,0.134431436657906,0.0197492038151237,0.175951987504959
17100144.png,0.14084680378437,0.0197492038151237,0.158452972769737
17100145.png,0.111841507256031,0.0197492038151237,0.141891956329346
17100146.png,0.0819957405328751,0.0197492038151237,0.126297786831856
17100147.png,0.167268469929695,0.0197492038151237,0.0984121933579445
17100148.png,0.178677558898926,0.0197492038151237,0.0866529643535614
17100149.png,0.185852542519569,0.0197492038151237,0.0761342495679855
17100150.png,0.174965068697929,0.0197492038151237,0.0671054422855377
17100151.png,0.166155472397804,0.0197492038151237,0.0589870028197765
17100152.png,0.189383789896965,0.0197492038151237,0.0519124418497086
17100153.png,0.173963025212288,0.0197492038151237,0.33847114443779
17100154.png,0.169179290533066,0.0197492038151237,0.294775873422623
17100155.png,0.13532991707325,0.0197492038151237,0.250293403863907
17100156.png,0.141027078032494,0.0197492038151237,0.208629935979843
17100157.png,0.13792659342289,0.0197492038151237,0.170304179191589
17100158.png,0.178006932139397,0.0197492038151237,0.140048816800118
17100159.png,0.168641403317451,0.0197492038151237,0.111233651638031
17100160.png,0.140230432152748,0.0197492038151237,0.0918344855308533
17100161.png,0.164930254220963,0.0197492038151237,0.0692931562662125
17100162.png,0.140115231275558,0.0197492038151237,0.0418094173073769
17100163.png,0.167612954974175,0.0197492038151237,0.515595555305481
17100164.png,0.175908073782921,0.0197492038151237,0.361490190029144
17100165.png,0.174549326300621,0.0197492038151237,0.315691530704498
17100166.png,0.158112362027168,0.0197492038151237,0.261855244636536
17100167.png,0.201765522360802,0.0197492038151237,0.219518885016441
17100168.png,0.155585572123528,0.0197492038151237,0.17494709789753
17100169.png,0.104468137025833,0.0197492038151237,0.144473284482956
17100170.png,0.103184320032597,0.0197492038151237,0.092827707529068
17100171.png,0.0732459127902985,0.0197492038151237,0.070322722196579
17100172.png,0.124510310590267,0.0197492038151237,0.059144489467144
17100173.png,0.12557290494442,0.0197492038151237,0.0434392429888248
17100174.png,0.176480531692505,0.0197492038151237,0.54011082649231
17100175.png,0.127167195081711,0.0197492038151237,0.380629777908325
17100176.png,0.0970152392983437,0.0197492038151237,0.332810282707214
17100177.png,0.123004339635372,0.0197492038151237,0.27629154920578
17100178.png,0.0948566421866417,0.0197492038151237,0.184063106775284
17100179.png,0.094555526971817,0.0197492038151237,0.151635721325874
17100180.png,0.128582432866097,0.0197492038151237,0.117751032114029
17100181.png,0.121636353433132,0.0197492038151237,0.0972349345684052
17100182.png,0.0658477321267128,0.0197492038151237,0.0739996805787087
17100183.png,0.0886306241154671,0.0197492038151237,0.0624076463282108
17100184.png,0.095013290643692,0.0197492038151237,0.533429622650147
17100185.png,0.0974398329854012,0.0197492038151237,0.381039410829544
17100186.png,0.0689472705125809,0.0197492038151237,0.322664022445679
17100187.png,0.128905951976776,0.0197492038151237,0.220368057489395
17100188.png,0.151906847953796,0.0197492038151237,0.181535497307777
17100189.png,0.156147256493568,0.0197492038151237,0.141734078526497
17100190.png,0.118978433310986,0.0197492038151237,0.116101779043674
17100191.png,0.0999285876750946,0.0197492038151237,0.0885828360915184
17100192.png,0.102704733610153,0.0197492038151237,0.0736902803182602
17100193.png,0.140077993273735,0.0197492038151237,0.0548705570399761
17100194.png,0.0710225626826286,0.0197492038151237,0.530097246170044
17100195.png,0.14289453625679,0.0197492038151237,0.371695458889008
17100196.png,0.0858250856399536,0.0197492038151237,0.266190439462662
17100197.png,0.125289484858513,0.0197492038151237,0.221773505210876
17100198.png,0.144601598381996,0.0197492038151237,0.175570100545883
17100199.png,0.148345097899437,0.0197492038151237,0.143799051642418
17100200.png,0.158034577965736,0.0197492038151237,0.110800892114639
17100201.png,0.13691321015358,0.0197492038151237,0.0912822932004929
17100202.png,0.168907850980759,0.0197492038151237,0.0576892904937267
17100203.png,0.210126459598541,0.0197492038151237,0.0425794720649719
17100204.png,0.169249817728996,0.0197492038151237,0.540293753147125
17100205.png,0.217329487204552,0.0197492038151237,0.381128370761871
17100206.png,0.135254606604576,0.0197492038151237,0.334005504846573
17100207.png,0.241954430937767,0.0197492038151237,0.277664005756378
17100208.png,0.108181156218052,0.0197492038151237,0.232223629951477
17100209.png,0.190152704715729,0.0197492038151237,0.152359575033188
17100210.png,0.163631319999695,0.0197492038151237,0.118227690458298
17100211.png,0.20104692876339,0.0197492038151237,0.0972726792097092
17100212.png,0.184041857719421,0.0197492038151237,0.0738727152347565
17100213.png,0.109722509980202,0.0197492038151237,0.0624857842922211
17100214.png,0.128070682287216,0.0197492038151237,0.419494807720184
17100215.png,0.194289058446884,0.0197492038151237,0.296286404132843
17100216.png,0.172117576003075,0.0197492038151237,0.246958822011948
17100217.png,0.142334386706352,0.0197492038151237,0.165397971868515
17100218.png,0.0802370086312294,0.0197492038151237,0.136515974998474
17100219.png,0.107471525669098,0.0197492038151237,0.105193987488747
17100220.png,0.176237881183624,0.0197492038151237,0.0864674374461174
17100221.png,0.169270247220993,0.0197492038151237,0.0647583156824112
17100222.png,0.0713211297988892,0.0197492038151237,0.054308082908392
17100223.png,0.0752518698573113,0.0197492038151237,0.039462611079216
17100224.png,0.0888853445649147,0.0197492038151237,0.160901784896851
17100225.png,0.0839748382568359,0.0197492038151237,0.105639666318893
17100226.png,0.122405737638474,0.0197492038151237,0.0690708532929421
17100227.png,0.0861314386129379,0.0197492038151237,0.0584819316864014
17100228.png,0.0626067519187927,0.0197492038151237,0.0424181222915649
17100229.png,0.0511563308537006,0.0197492038151237,0.0367693193256855
17100230.png,0.0712013766169548,0.0197492038151237,0.024950560182333
17100231.png,0.0520319528877735,0.0197492038151237,0.0228601023554802
17100232.png,0.0783024504780769,0.0197492038151237,0.0142588196322322
17100233.png,0.071833610534668,0.0197492038151237,0.0142937060445547
17100234.png,0.0660912692546845,0.0197492038151237,0.00743940100073814
17100235.png,0.0684393718838692,0.0197492038151237,0.23103192448616
17100236.png,0.0650338381528854,0.0197492038151237,0.159182995557785
17100237.png,0.0722032636404038,0.0197492038151237,0.130102008581162
17100238.png,0.0612885989248753,0.0197492038151237,0.111114449799061
17100239.png,0.0837577655911446,0.0197492038151237,0.0864421799778938
17100240.png,0.0552099607884884,0.0197492038151237,0.0727024376392365
17100241.png,0.124247446656227,0.0197492038151237,0.0460919439792633
17100242.png,0.098823256790638,0.0197492038151237,0.0325983576476574
17100243.png,0.0504408441483974,0.0197492038151237,0.0290548987686634
17100244.png,0.0574425831437111,0.0197492038151237,0.0195096433162689
17100245.png,0.0941449776291847,0.0197492038151237,0.0186919756233692
17100246.png,0.0947029590606689,0.0197492038151237,0.413043677806854
17100247.png,0.143173858523369,0.0197492038151237,0.290694445371628
17100248.png,0.132854491472244,0.0197492038151237,0.244771510362625
17100249.png,0.116086430847645,0.0197492038151237,0.167421653866768
17100250.png,0.128225013613701,0.0197492038151237,0.139144837856293
17100251.png,0.111177287995815,0.0197492038151237,0.107655212283134
17100252.png,0.138400003314018,0.0197492038151237,0.0892058163881302
17100253.png,0.101223304867744,0.0197492038151237,0.067038007080555
17100254.png,0.119129106402397,0.0197492038151237,0.0566948056221008
17100255.png,0.124772951006889,0.0197492038151237,0.0417748056352139
17100256.png,0.0894201099872589,0.0197492038151237,0.490184813737869
17200117.png,0.157512664794922,0.017692640283537,0.295329630374908
17200118.png,0.144446715712547,0.017692640283537,0.284577041864395
17200119.png,0.151023104786873,0.017692640283537,0.273239523172379
17200120.png,0.116555392742157,0.017692640283537,0.261015027761459
17200121.png,0.169489130377769,0.017692640283537,0.248324066400528
17200122.png,0.163016945123673,0.017692640283537,0.234636813402176
17200123.png,0.196458548307419,0.017692640283537,0.220945239067078
17200124.png,0.160757333040237,0.017692640283537,0.206331923604012
17200125.png,0.152677714824677,0.017692640283537,0.191468507051468
17200126.png,0.191254794597626,0.017692640283537,0.17650243639946
17200127.png,0.190656840801239,0.017692640283537,0.16165865957737
17200128.png,0.163933858275414,0.017692640283537,0.133306831121445
17200129.png,0.111254684627056,0.017692640283537,0.119926676154137
17200130.png,0.119650512933731,0.017692640283537,0.306005477905273
17200131.png,0.141628503799438,0.017692640283537,0.224651291966438
17200132.png,0.162766635417938,0.017692640283537,0.19530288875103
