frame_id,predict_steering_angle,oriMSE,steering_angle_change
17100132.png,0.301584452390671,0.0158177334214109,0.381460458040237
17100133.png,0.342616200447083,0.0158177334214109,0.368039280176163
17100134.png,0.345367670059204,0.0158177334214109,0.354112297296524
17100135.png,0.278185606002808,0.0158177334214109,0.338191628456116
17100136.png,0.27181601524353,0.0158177334214109,0.322109550237656
17100137.png,0.212353348731995,0.0158177334214109,0.304577827453613
17100138.png,0.174133166670799,0.0158177334214109,0.287785112857819
17100139.png,0.182419195771217,0.0158177334214109,0.269341915845871
17100140.png,0.180079132318497,0.0158177334214109,0.231799066066742
17100141.png,0.179420128464699,0.0158177334214109,0.212831020355225
17100142.png,0.207049876451492,0.0158177334214109,0.194133624434471
17100143.png,0.16175565123558,0.0158177334214109,0.175951987504959
17100144.png,0.123877428472042,0.0158177334214109,0.158452972769737
17100145.png,0.151751562952995,0.0158177334214109,0.141891956329346
17100146.png,0.181857779622078,0.0158177334214109,0.126297786831856
17100147.png,0.0541706793010235,0.0158177334214109,0.0984121933579445
17100148.png,0.109608024358749,0.0158177334214109,0.0866529643535614
17100149.png,0.198130145668983,0.0158177334214109,0.0761342495679855
17100150.png,0.153709888458252,0.0158177334214109,0.0671054422855377
17100151.png,0.182035595178604,0.0158177334214109,0.0589870028197765
17100152.png,0.23939748108387,0.0158177334214109,0.0519124418497086
17100153.png,0.345367670059204,0.0158177334214109,0.33847114443779
17100154.png,0.322692066431046,0.0158177334214109,0.294775873422623
17100155.png,0.254222840070724,0.0158177334214109,0.250293403863907
17100156.png,0.249135226011276,0.0158177334214109,0.208629935979843
17100157.png,0.250355154275894,0.0158177334214109,0.170304179191589
17100158.png,0.179814338684082,0.0158177334214109,0.140048816800118
17100159.png,0.171073511242867,0.0158177334214109,0.111233651638031
17100160.png,0.182497456669807,0.0158177334214109,0.0918344855308533
17100161.png,0.108922950923443,0.0158177334214109,0.0692931562662125
17100162.png,0.16035795211792,0.0158177334214109,0.0418094173073769
17100163.png,0.224723592400551,0.0158177334214109,0.515595555305481
17100164.png,0.345367670059204,0.0158177334214109,0.361490190029144
17100165.png,0.334617555141449,0.0158177334214109,0.315691530704498
17100166.png,0.272979944944382,0.0158177334214109,0.261855244636536
17100167.png,0.141998812556267,0.0158177334214109,0.219518885016441
17100168.png,0.121795848011971,0.0158177334214109,0.17494709789753
17100169.png,0.155554547905922,0.0158177334214109,0.144473284482956
17100170.png,0.221512630581856,0.0158177334214109,0.092827707529068
17100171.png,0.204882383346558,0.0158177334214109,0.070322722196579
17100172.png,0.116160996258259,0.0158177334214109,0.059144489467144
17100173.png,0.120345540344715,0.0158177334214109,0.0434392429888248
17100174.png,0.190202042460442,0.0158177334214109,0.54011082649231
17100175.png,0.260530591011047,0.0158177334214109,0.380629777908325
